eV,H,He,Li,U1,U2,U3,U4,U5
53.56836778,0,1.842e-319,1.177092075,0,0,0.134490442,2.13E-64,7.92E-15
54.25194307,0,0,1.842437309,0,0,0.025927458,8.26E-60,1.05E-12
54.94424132,0,0,1.952422752,0,0,0.003383976,2.17E-55,9.51E-11
55.64537385,0,0,1.400728152,0,0,0.000299015,3.85E-51,5.80E-09
56.35545339,0,0,0.680350504,0,0,1.79E-05,4.62E-47,2.40E-07
57.07459412,0,0,0.223722891,0,0,7.24E-07,3.76E-43,6.70E-06
57.80291166,0,0,0.049806611,0,0,1.99E-08,2.07E-39,0.000126874
58.54052311,0,0,0.007506931,0,0,3.69E-10,7.73E-36,0.001626378
59.28754708,0,0,0.000766014,0,0,4.63E-12,1.95E-32,0.01411465
60.04410367,0,0,5.29E-05,0,0,3.94E-14,3.34E-29,0.082931124
60.81031453,0,0,2.48E-06,0,0,2.27E-16,3.87E-26,0.329885963
61.58630286,0,0,7.84E-08,0,0,8.86E-19,3.03E-23,0.888400868
62.37219342,0,0,1.68E-09,0,4.890937322e-314,2.34E-21,1.61E-20,1.619768578
63.16811257,0,0,2.44E-11,0,8.33E-304,4.18E-24,5.77E-18,1.999382203
63.97418828,0,0,2.40E-13,0,9.59E-294,5.06E-27,1.40E-15,1.670850261
64.79055017,0,0,1.59E-15,0,7.49E-284,4.15E-30,2.31E-13,0.945318368
65.61732949,0,0,7.18E-18,0,3.95E-274,2.30E-33,2.58E-11,0.362090824
66.45465918,0,0,2.19E-20,0,1.41E-264,8.64E-37,1.94E-09,0.093897882
67.30267386,0,0,4.52E-23,0,3.42E-255,2.20E-40,9.94E-08,0.016485151
68.16150989,0,0,6.31E-26,0,5.61E-246,3.78E-44,3.44E-06,0.001959426
69.03130536,0,0,5.97E-29,0,6.23E-237,4.40E-48,8.05E-05,0.000157675
69.91220011,0,0,3.83E-32,0,4.68E-228,3.47E-52,0.00127583,8.59E-06
70.80433578,0,0,1.66E-35,0,2.38E-219,1.86E-56,0.013694018,3.17E-07
71.70785582,0,0,4.87E-39,0,8.19E-211,6.71E-61,0.099510259,7.91E-09
72.6229055,0,0,9.68E-43,0,1.91E-202,1.64E-65,0.489557463,1.34E-10
73.54963195,0,0,1.30E-46,0,3.02E-194,2.72E-70,1.630565886,1.53E-12
74.48818417,0,0,1.19E-50,0,3.22E-186,3.06E-75,3.676815904,1.19E-14
75.43871307,0,0,7.32E-55,0,2.33E-178,2.32E-80,5.613119342,6.22E-17
76.40137148,0,0,3.06E-59,0,1.14E-170,1.19E-85,5.801436234,2.21E-19
77.37631418,0,0,8.65E-64,0,3.79E-163,4.16E-91,4.059435329,5.31E-22
78.36369793,0,0,1.65E-68,0,8.50E-156,9.80E-97,1.923067763,8.65E-25
79.36368148,0,0,2.14E-73,0,1.29E-148,1.56E-102,0.616768813,9.53E-28
80.37642563,0,0,1.88E-78,0,1.33E-141,1.69E-108,0.133921122,7.11E-31
81.40209321,0,0,1.12E-83,0,9.26E-135,1.24E-114,0.019686776,3.59E-34
82.44084912,0,0,4.49E-89,0,4.37E-128,6.12E-121,0.001959291,1.23E-37
83.4928604,0,0,1.22E-94,0,1.39E-121,2.05E-127,0.000132015,2.85E-41
84.55829617,0,0,2.25E-100,0,3.01E-115,4.66E-134,6.02E-06,4.46E-45
85.63732777,0,0,2.81E-106,0,4.41E-109,7.16E-141,1.86E-07,4.73E-49
86.73012867,0,0,2.38E-112,0,4.37E-103,7.45E-148,3.89E-09,3.40E-53
87.83687458,0,0,1.36E-118,0,2.93E-97,5.25E-155,5.50E-11,1.65E-57
88.95774346,0,0,5.26E-125,0,1.33E-91,2.50E-162,5.27E-13,5.45E-62
90.09291553,0,0,1.38E-131,0,4.09E-86,8.08E-170,3.42E-15,1.21E-66
91.2425733,0,0,2.45E-138,0,8.52E-81,1.77E-177,1.50E-17,1.83E-71
92.40690162,0,0,2.94E-145,0,1.20E-75,2.61E-185,4.47E-20,1.87E-76
93.58608771,0,0,2.39E-152,0,1.15E-70,2.62E-193,9.00E-23,1.30E-81
94.78032115,0,0,1.32E-159,0,7.40E-66,1.78E-201,1.23E-25,6.07E-87
95.98979397,0,0,4.91E-167,0,3.23E-61,8.16E-210,1.13E-28,1.93E-92
97.21470063,0,0,1.24E-174,0,9.58E-57,2.54E-218,1.40E-28,4.13E-98
98.45523809,0,0,2.12E-182,0,1.92E-52,5.34E-227,1.41E-25,6.01E-104
99.71160579,0,0,2.45E-190,0,2.60E-48,7.61E-236,9.62E-23,5.91E-110
100.9840058,0,0,1.92E-198,0,2.39E-44,7.34E-245,4.45E-20,3.94E-116
102.2726426,0,0,1.02E-206,0,1.49E-40,4.79E-254,1.39E-17,1.78E-122
103.5777234,0,0,3.66E-215,0,6.27E-37,2.12E-263,2.95E-15,5.42E-129
104.8994581,0,0,8.89E-224,0,1.79E-33,6.35E-273,4.24E-13,1.12E-135
106.2380592,0,0,1.46E-232,0,3.45E-30,1.29E-282,4.12E-11,1.57E-142
107.593742,0,0,1.63E-241,0,4.51E-27,1.77E-292,2.71E-09,1.49E-149
108.9667243,0,0,1.23E-250,0,3.99E-24,1.64E-302,1.21E-07,9.54E-157
110.357227,0,0,6.28E-260,0,2.39E-21,1.03127099476e-312,3.64E-06,4.14E-164
111.7654736,0,0,2.17E-269,0,9.68E-19,4e-323,7.42E-05,1.22E-171
113.1916906,0,0,5.08E-279,0,2.66E-16,0,0.001025504,2.42E-179
114.6361072,0,0,8.05E-289,0,4.94E-14,0,0.009594579,3.27E-187
116.0989558,0,0,8.63E-299,0,6.21E-12,0,0.060773392,2.98E-195
117.5804714,0,0,0.00E+00,0,5.29E-10,0,0.260615278,1.84E-203
119.0808924,0,0,3.08366e-319,0,3.05E-08,0,0.756632722,7.70E-212
120.60046,0,0,0,0,1.19E-06,0,1.487199476,8.18E-218
122.1394185,0,0,0,0,3.15E-05,0,1.979029123,2.65E-209
123.6980153,0,0,0,0,0.00056386,0,1.782928813,5.82E-201
125.2765011,0,0,0,0,0.006831636,0,1.087463473,8.65E-193
126.8751296,0,0,0,0,0.056037267,0,0.449049493,8.71E-185
128.4941579,0,0,0,0,0.311191713,0,0.125537246,5.94E-177
130.1338463,0,0,0,7.6e-322,1.169978701,0,0.023760186,2.74E-169
131.7944584,0,0,0,1.705342748637e-311,2.978014067,0,0.00304457,8.56E-162
133.4762612,0,0,0,2.59E-301,5.131855165,0,0.00026412,1.81E-154
135.1795252,0,0,0,2.66E-291,5.987160406,0,1.55E-05,2.59E-147
136.9045243,0,0,0,1.85E-281,4.728966673,0,6.17E-07,2.51E-140
138.6515357,0,0,0,8.72E-272,2.528776633,0,1.66E-08,1.65E-133
140.4208403,0,0,0,2.78E-262,0.915489869,0,3.03E-10,7.33E-127
142.2127227,0,0,0,6.01E-253,0.224385853,0,3.73E-12,2.21E-120
144.027471,0,0,0,8.78E-244,0.037233706,0,3.12E-14,4.49E-114
145.8653769,0,0,0,8.69E-235,0.004182885,0,1.76E-16,6.19E-108
147.7267359,0,0,0,5.82E-226,0.000318137,0,6.75E-19,5.78E-102
149.6118474,0,0,0,2.64E-217,1.64E-05,0,1.75E-21,3.66E-96
151.5210144,0,0,0,8.11E-209,5.71E-07,0,3.07E-24,1.56E-90
153.454544,0,0,0,1.69E-200,1.35E-08,0,3.65E-27,4.53E-85
155.4127469,0,0,0,2.37E-192,2.15E-10,0,2.94E-30,8.89E-80
157.395938,0,0,0,2.26E-184,2.33E-12,0,1.60E-33,1.18E-74
159.4044362,0,0,0,1.46E-176,1.81E-14,0,5.90E-37,1.06E-69
161.4385645,0,0,0,6.38E-169,1.63E-13,3.2165984645e-314,1.47E-40,6.46E-65
163.4986499,0,0,0,1.89E-161,1.71E-11,5.51E-304,2.49E-44,2.66E-60
165.5850237,0,0,0,3.78E-154,1.22E-09,6.40E-294,2.85E-48,7.42E-56
167.6980212,0,0,0,5.12E-147,5.86E-08,5.03E-284,2.20E-52,1.40E-51
169.8379823,0,0,0,4.70E-140,1.91E-06,2.67E-274,1.16E-56,1.79E-47
172.005251,0,0,0,2.92E-133,4.21E-05,9.63E-265,4.10E-61,1.55E-43
174.2001758,0,0,0,1.23E-126,0.000628509,2.35E-255,9.86E-66,9.09E-40
176.4231096,0,0,0,3.49E-120,0.006353041,3.87E-246,1.60E-70,3.61E-36
178.6744098,0,0,0,6.74E-114,0.043476134,4.33E-237,1.77E-75,9.69E-33
180.9544384,0,0,0,8.79E-108,0.201427627,3.27E-228,1.32E-80,1.76E-29
183.263562,0,0,0,7.77E-102,0.631809289,1.68E-219,6.66E-86,2.17E-26
185.6021518,0,0,0,4.65E-96,1.341688924,5.81E-211,2.28E-91,1.81E-23
187.9705839,0,0,0,1.88E-90,1.928930229,1.36E-202,5.27E-97,1.02E-20
190.3692392,0,0,0,5.16E-85,1.877500496,2.17E-194,8.25E-103,3.90E-18
192.7985031,0,0,0,9.59E-80,1.237207257,2.33E-186,8.76E-109,1.01E-15
195.2587665,0,0,0,1.20E-74,0.551955053,1.70E-178,6.29E-115,1.77E-13
197.7504247,0,0,0,1.03E-69,0.166710834,8.38E-171,3.06E-121,2.09E-11
200.2738786,0,0,0,5.91E-65,0.03408967,2.80E-163,1.01E-127,1.68E-09
202.8295337,0,0,0,2.30E-60,0.004719333,6.33E-156,2.24E-134,9.13E-08
205.417801,0,0,0,6.08E-56,0.000442321,9.68E-149,3.38E-141,3.36E-06
208.0390967,0,0,0,1.09E-51,2.81E-05,1.00E-141,3.46E-148,8.36E-05
210.6938422,0,0,0,1.32E-47,1.21E-06,7.03E-135,2.39E-155,0.001410131
213.3824644,0,0,0,1.08E-43,3.51E-08,3.34E-128,1.12E-162,0.016097823
216.1053956,0,0,0,5.98E-40,6.90E-10,1.07E-121,3.55E-170,0.124415271
218.8630735,0,0,0,2.25E-36,9.20E-12,2.34E-115,7.61E-178,0.650997151
221.6559417,0,0,0,5.71E-33,8.31E-14,3.44E-109,1.11E-185,2.306127639
224.484449,0,0,0,9.83E-30,5.08E-16,3.44E-103,1.09E-193,5.530780854
227.3490504,0,0,0,1.15E-26,2.10E-18,2.32E-97,7.25E-202,8.980249799
230.2502064,0,0,0,9.04E-24,5.88E-21,1.06E-91,3.27E-210,9.871638448
233.1883835,0,0,0,4.83E-21,1.11E-23,3.29E-86,9.97E-219,7.346642739
236.1640541,0,0,0,1.75E-18,1.43E-26,6.89E-81,2.06E-227,3.70158271
239.1776966,0,0,0,4.27E-16,1.24E-29,9.77E-76,2.88E-236,1.262655432
242.2297956,0,0,0,7.08E-14,7.32E-33,9.39E-71,2.73E-245,0.291595691
245.3208418,0,0,0,7.95E-12,2.91E-36,6.11E-66,1.75E-254,0.045590695
248.4513322,0,0,0,6.04E-10,7.86E-40,2.69E-61,7.60E-264,0.004825809
251.6217703,0,0,0,3.11E-08,1.44E-43,8.01E-57,2.23E-273,0.00034583
254.8326656,0,0,0,1.08E-06,1.77E-47,1.62E-52,4.45E-283,1.68E-05
258.0845346,0,0,0,2.55E-05,1.48E-51,2.21E-48,5.99E-293,5.51E-07
261.3778999,0,0,0,0.0004069,8.41E-56,2.04E-44,5.46E-303,1.23E-08
264.7132913,0,0,0,0.004396787,3.23E-60,1.28E-40,3.3724923498e-313,1.85E-10
268.091245,0,0,0,0.03216489,8.38E-65,5.43E-37,0,1.88E-12
271.512304,0,0,0,0.159304314,1.47E-69,1.56E-33,0,1.30E-14
274.9770185,0,0,0,0.534160604,1.75E-74,3.03E-30,0,6.06E-17
278.4859455,0,0,0,1.21259292,1.41E-79,3.98E-27,0,1.92E-19
282.0396492,0,0,0,1.863618697,7.71E-85,3.55E-24,0,4.11E-22
285.6387011,0,0,0,1.93908991,2.85E-90,2.14E-21,0,5.95E-25
289.2836797,0,0,0,1.365959085,7.12E-96,8.74E-19,0,5.84E-28
292.9751712,0,0,0,0.651442805,1.20E-101,2.42E-16,0,3.88E-31
296.7137691,0,0,0,0.210336067,1.38E-107,4.52E-14,0,1.75E-34
300.5000744,0,0,0,0.045977999,1.07E-113,5.73E-12,0,5.32E-38
304.3346961,0,0,0,0.006804328,5.63E-120,4.91E-10,0,3.52E-41
308.2182506,0,0,0,0.000681741,2.00E-126,2.85E-08,0,1.11E-37
312.1513624,0,0,0,4.62E-05,4.82E-133,1.12E-06,0,3.44E-34
316.1346638,0,0,0,2.12E-06,7.86E-140,2.98E-05,0,7.20E-31
320.1687954,0,0,0,6.60E-08,8.67E-147,0.000537701,0,1.02E-27
324.2544056,0,0,0,1.39E-09,6.48E-154,0.006559673,0,9.82E-25
328.3921516,0,0,0,1.98E-11,3.28E-161,0.054177956,0,6.38E-22
332.5826985,0,0,0,1.91E-13,1.12E-168,0.3029437,0,2.81E-19
336.8267201,0,0,0,1.25E-15,2.60E-176,1.146832755,0,8.38E-17
341.1248989,0,0,0,5.52E-18,4.08E-184,2.939253936,0,1.69E-14
345.4779259,0,0,0,1.65E-20,4.34E-192,5.100032989,0,2.31E-12
349.8865009,0,0,0,3.35E-23,3.12E-200,5.991115866,0,2.14E-10
354.351333,0,0,0,4.60E-26,1.52E-208,4.76476306,0,1.34E-08
358.8731398,0,0,0,4.27E-29,5.02E-217,2.565510262,0,5.68E-07
363.4526486,0,0,0,2.69E-32,1.12E-225,0.93520121,0,1.63E-05
368.0905955,0,0,0,1.14E-35,1.69E-234,0.23079969,0,0.000316635
372.7877263,0,0,0,3.30E-39,1.73E-243,0.038562416,0,0.004165903
377.5447963,0,0,0,6.43E-43,1.20E-252,0.004362065,0,0.037107257
382.3625704,0,0,0,8.50E-47,5.63E-262,0.000334056,0,0.223772871
387.241823,0,0,0,7.60E-51,1.79E-271,1.73E-05,0,0.913597432
392.1833389,0,0,0,4.61E-55,3.84E-281,1.19E-06,0,2.525231297
397.1879125,0,0,0,1.89E-59,5.59E-291,1.47E-05,0,4.725484175
402.2563484,0,0,0,5.24E-64,5.51E-301,0.000251779,0,5.986738927
407.3894616,0,0,0,9.85E-69,3.675364523181e-311,0.002922877,0,5.134914101
412.5880775,0,0,0,1.25E-73,1.66e-321,0.022972129,0,2.981775232
417.8530318,0,0,0,1.08E-78,0,0.122233643,0,1.172237148
423.1851712,0,0,0,6.30E-84,0,0.440330865,0,0.312000229
428.585353,0,0,0,2.49E-89,0,1.07390622,0,0.056220306
434.0544454,0,0,0,6.65E-95,0,1.773178447,1.18009615e-316,0.006858519
439.5933278,0,0,0,1.20E-100,0,1.982153969,2.22E-306,0.000566456
445.2028908,0,0,0,1.47E-106,0,1.500103367,2.82E-296,3.17E-05
450.8840363,0,0,0,1.22E-112,0,0.768606127,2.43E-286,1.37E-06
456.6376778,0,0,0,6.86E-119,0,0.266615476,1.42E-276,4.89E-06
462.4647404,0,0,0,2.61E-125,0,0.062613175,5.59E-267,9.57E-05
468.3661609,0,0,0,6.72E-132,0,0.009955085,1.49E-257,0.001276247
474.3428883,0,0,0,1.17E-138,0,0.001071576,2.70E-248,0.011525753
480.3958835,0,0,0,1.38E-145,0,7.81E-05,3.31E-239,0.070469778
486.5261198,0,0,0,1.10E-152,0,3.85E-06,2.75E-230,0.291699279
492.7345828,0,0,0,5.96E-160,0,1.29E-07,1.54E-221,0.817460291
499.0222708,0,0,0,2.18E-167,0,2.91E-09,5.86E-213,1.550946554
505.3901947,0,0,0,5.41E-175,0,4.46E-11,1.51E-204,1.992167523
511.8393784,0,0,0,9.08E-183,0,4.62E-13,2.63E-196,1.732422183
518.3708589,0,0,0,1.03E-190,0,3.24E-15,3.10E-188,1.019953736
524.9856863,0,0,0,7.93E-199,0,1.54E-17,2.47E-180,0.406542606
531.6849242,0,0,0,4.13E-207,0,4.95E-20,1.34E-172,0.109706035
538.4696497,0,0,0,1.46E-215,0,1.08E-22,4.90E-165,0.020042589
545.3409537,0,0,0,3.48E-224,0,1.59E-25,1.21E-157,0.002478997
552.2999411,0,0,0,5.61E-233,0,1.59E-28,2.04E-150,0.000207585
559.3477308,0,0,0,6.14E-242,0,1.07E-31,2.31E-143,1.18E-05
566.4854559,0,0,0,4.55E-251,0,4.90E-35,1.78E-136,4.52E-07
573.7142641,0,0,0,2.28E-260,0,1.52E-38,9.25E-130,1.17E-08
581.0353177,0,0,0,7.74E-270,0,3.19E-42,3.26E-123,2.06E-10
588.4497938,0,0,0,1.78E-279,0,4.52E-46,7.78E-117,2.46E-12
595.9588845,0,0,0,2.77E-289,0,4.35E-50,1.26E-110,1.98E-14
603.5637972,0,0,0,2.92E-299,0,2.83E-54,1.37E-104,1.08E-16
611.2657548,0,0,0,0.00E+00,0,1.25E-58,1.02E-98,4.00E-19
619.0659954,0,0,0,1.00404e-319,0,3.71E-63,5.10E-93,1.00E-21
626.9657734,0,0,0,0,0,7.50E-68,1.73E-87,1.70E-24
634.9663589,0,0,0,0,0,1.03E-72,3.98E-82,1.94E-27
643.0690383,0,0,0,0,0,9.49E-78,6.19E-77,1.51E-30
651.2751143,0,0,0,0,0,5.94E-83,6.52E-72,7.94E-34
659.5859065,0,0,0,0,0,2.52E-88,4.65E-67,2.82E-37
668.002751,0,0,0,0,0,7.24E-94,2.24E-62,6.81E-41
676.5270012,0,0,0,0,0,1.41E-99,7.33E-58,1.11E-44
685.1600277,0,0,0,0,0,1.85E-105,1.62E-53,1.23E-48
693.9032184,0,0,0,0,0,1.65E-111,2.43E-49,9.17E-53
702.7579793,0,0,0,0,0,9.96E-118,2.46E-45,4.64E-57
711.7257341,0,0,0,0,0,4.07E-124,1.69E-41,1.59E-61
720.8079246,0,0,0,0,0,1.13E-130,7.86E-38,3.69E-66
730.0060111,0,0,0,0,0,2.11E-137,2.47E-34,5.79E-71
739.3214725,0,0,0,0,0,2.67E-144,5.27E-31,6.16E-76
748.7558068,0,0,0,0,0,2.29E-151,7.60E-28,4.44E-81
758.3105306,0,0,0,0,0,1.33E-158,7.42E-25,2.16E-86
767.9871804,0,0,0,0,0,5.24E-166,4.91E-22,7.13E-92
777.787312,0,0,0,0,0,1.39E-173,2.20E-19,1.59E-97
787.7125012,0,0,0,0,0,2.51E-181,6.65E-17,2.41E-103
797.7643437,0,0,0,0,0,3.07E-189,1.36E-14,2.47E-109
807.9444557,0,0,0,0,0,2.53E-197,1.90E-12,1.71E-115
818.2544742,0,0,0,0,0,1.42E-205,1.78E-10,8.03E-122
828.6960567,0,0,0,0,0,5.37E-214,1.13E-08,2.55E-128
839.2708822,0,0,0,0,0,1.38E-222,4.89E-07,5.49E-135
849.9806509,0,0,0,0,0,2.39E-231,1.43E-05,8.00E-142
860.8270849,0,0,0,0,0,2.81E-240,0.000281824,7.88E-149
871.8119281,0,0,0,0,0,2.23E-249,0.003768991,5.26E-156
882.9369466,0,0,0,0,0,1.20E-258,0.0341249,2.38E-163
894.2039293,0,0,0,0,0,4.39E-268,0.209178266,7.28E-171
905.6146877,0,0,0,0,0,1.08E-277,0.868081664,1.51E-178
917.1710566,0,0,0,0,0,1.81E-287,2.438953181,2.11E-186
928.8748939,0,0,0,0,0,2.05E-297,4.639222485,2.01E-194
940.7280817,0,0,0,0,0,1.57E-307,5.974283046,1.29E-202
952.7325255,0,0,0,0,0,8.14811e-318,5.208650834,5.61E-211
964.8901557,0,0,0,0,0,0,3.074422524,1.65E-219
977.202927,0,0,0,0,0,0,1.228572488,3.30E-228
989.6728191,0,0,0,0,8.1407246e-316,0,0.332386994,4.46E-237
1002.301837,0,0,0,0,1.46E-305,0,0.06098756,4.07E-246
1015.092011,0,0,0,0,1.76E-295,0,0.008965445,2.52E-255
1028.045399,0,0,0,0,1.44E-285,0,0.013207596,1.06E-264
1041.164081,0,0,0,0,8.01E-276,0,0.07561803,3.00E-274
1054.450169,0,0,0,0,3.01E-266,0,0.307588803,5.76E-284
1067.905798,0,0,0,0,7.65E-257,0,0.847456827,7.49E-294
1081.533131,0,0,0,0,1.32E-247,0,1.580758115,6.59E-304
1095.33436,0,0,0,0,1.54E-238,0,1.996237144,3.9285694364e-314
1109.311704,0,0,0,0,1.21E-229,0,1.706702015,0
1123.46741,0,0,0,0,6.48E-221,0,0.987875301,0
1137.803754,0,0,0,0,2.34E-212,0,0.387119822,0
1152.323042,0,0,0,0,5.74E-204,0,0.102704045,0
1167.027607,0,0,0,0,9.51E-196,0,0.018447119,0
1181.919814,0,0,0,0,1.07E-187,0,0.002243202,0
1197.002057,0,0,0,0,8.11E-180,0,0.000184675,0
1212.276762,0,0,0,0,4.17E-172,0,1.03E-05,0
1227.746385,0,0,0,0,1.45E-164,0,3.88E-07,6.591063e-318
1243.413412,0,0,0,0,3.43E-157,0,9.92E-09,1.30E-307
1259.280363,0,0,0,0,5.47E-150,0,1.72E-10,1.73E-297
1275.34979,0,0,0,0,5.91E-143,0,2.01E-12,1.56E-287
1291.624274,0,0,0,0,4.33E-136,0,1.59E-14,9.55E-278
1308.106435,0,0,0,0,2.14E-129,0,8.55E-17,3.95E-268
1324.798921,0,0,0,0,7.19E-123,0,3.11E-19,1.11E-258
1341.704416,0,0,0,0,1.63E-116,0,7.64E-22,2.10E-249
1358.825639,0,0,0,0,2.51E-110,0,1.27E-24,2.70E-240
1376.165343,0,0,0,0,2.61E-104,0,1.44E-27,2.34E-231
1393.726315,0,0,0,0,1.84E-98,0,1.10E-30,1.38E-222
1411.511379,0,0,0,0,8.78E-93,0,5.66E-34,5.50E-214
1429.523395,0,0,0,0,2.83E-87,0,1.98E-37,1.48E-205
1447.765259,0,0,0,0,6.20E-82,0,4.69E-41,2.71E-197
1466.239903,0,0,0,0,9.17E-77,0,7.52E-45,3.35E-189
1484.950299,0,0,0,0,9.19E-72,0,8.17E-49,2.80E-181
1503.899454,0,0,0,0,6.24E-67,0,6.00E-53,1.59E-173
1523.090416,0,0,0,0,2.86E-62,0,2.99E-57,6.09E-166
1542.52627,0,0,0,0,8.91E-58,0,1.01E-61,1.58E-158
1562.21014,0,0,0,0,1.88E-53,0,2.30E-66,2.78E-151
1582.145193,0,0,0,0,2.67E-49,0,3.55E-71,3.31E-144
1602.334633,0,0,0,0,2.58E-45,0,3.71E-76,2.67E-137
1622.781707,0,0,0,0,1.69E-41,0,2.62E-81,1.46E-130
1643.489701,0,0,0,0,7.46E-38,0,1.26E-86,5.39E-124
1664.461946,0,0,0,0,2.23E-34,0,4.08E-92,1.35E-117
1685.701814,0,0,0,0,4.53E-31,0,8.96E-98,2.28E-111
1707.212719,0,0,0,0,6.21E-28,0,1.33E-103,2.61E-105
1728.998121,0,0,0,0,5.77E-25,0,1.34E-109,2.03E-99
1751.061522,0,0,0,0,3.63E-22,0,9.14E-116,1.07E-93
1773.40647,0,0,0,0,1.55E-19,0,4.22E-122,3.79E-88
1796.036557,0,0,0,0,4.46E-17,0,1.32E-128,9.14E-83
1818.955422,0,0,0,0,8.71E-15,0,2.79E-135,1.49E-77
1842.16675,0,0,0,0,1.15E-12,0,3.99E-142,1.64E-72
1865.674274,0,0,0,0,1.03E-10,1.363021618e-314,3.87E-149,1.23E-67
1889.481772,0,0,0,0,6.24E-09,2.33E-304,2.54E-156,6.22E-63
1913.593073,0,0,0,0,2.56E-07,2.69E-294,1.13E-163,2.13E-58
1938.012053,0,0,0,0,7.10E-06,2.10E-284,3.39E-171,4.94E-54
1962.74264,0,0,0,0,0.000133498,1.11E-274,6.91E-179,7.76E-50
1987.788808,0,0,0,0,0.001698951,4.00E-265,9.53E-187,8.25E-46
2013.154585,0,0,0,0,0.014638128,9.71E-256,8.89E-195,5.94E-42
2038.84405,0,0,0,0,0.085386473,1.60E-246,5.62E-203,2.89E-38
2064.861334,0,0,0,0,0.337203028,1.78E-237,2.40E-211,9.54E-35
2091.210618,0,0,0,0,0.901556011,1.34E-228,6.97E-220,2.13E-31
2117.896141,0,0,0,0,1.631897274,6.83E-220,1.37E-228,3.22E-28
2144.922192,0,0,0,0,1.999824007,2.36E-211,1.81E-237,3.30E-25
2172.293118,0,0,0,0,1.659165065,5.51E-203,1.63E-246,2.29E-22
2200.013318,0,0,0,0,0.931936387,8.73E-195,9.92E-256,1.07E-19
2228.08725,0,0,0,0,0.354390278,9.36E-187,4.09E-265,3.41E-17
2256.519428,0,0,0,0,0.09123809,6.79E-179,1.14E-274,7.32E-15
2285.314424,0,0,0,0,0.015902647,3.33E-171,2.15E-284,1.07E-12
2314.476866,0,0,0,0,0.001876556,1.11E-163,2.75E-294,1.05E-10
2344.011445,0,0,0,0,0.000149918,2.50E-156,2.38E-304,7.01E-09
2373.922909,0,0,0,0,8.11E-06,3.81E-149,1.395724573e-314,3.17E-07
2404.216067,0,0,0,0,2.97E-07,3.93E-142,0,9.69E-06
2434.895789,0,0,0,0,7.36E-09,2.74E-135,0,0.000200637
2465.96701,0,0,0,0,1.24E-10,1.30E-128,0,0.002812734
2497.434724,0,0,0,0,1.40E-12,4.16E-122,0,0.026695944
2529.303992,0,0,0,0,1.08E-14,9.01E-116,0,0.171538162
2561.579937,0,0,0,0,5.62E-17,1.32E-109,0,0.74623445
2594.267749,0,0,0,0,1.98E-19,1.31E-103,0,2.197811973
2627.372684,0,0,0,0,4.73E-22,8.84E-98,0,4.382489774
2660.900064,0,0,0,0,7.65E-25,4.03E-92,0,5.91825937
2694.85528,0,0,0,0,8.37E-28,1.24E-86,0,5.426686896
2729.243792,0,0,0,0,6.20E-31,2.59E-81,0,3.455339683
2764.071129,0,0,0,0,3.11E-34,3.66E-76,0,1.80889608
2799.342891,0,0,0,0,1.06E-37,3.51E-71,0,1.419054691
2835.064748,0,0,0,0,2.43E-41,2.27E-66,0,1.810048131
2871.242445,0,0,0,0,3.78E-45,9.96E-62,0,2.001832694
2907.881799,0,0,0,0,3.98E-49,2.96E-57,0,1.550242684
2944.9887,0,0,0,0,2.84E-53,5.95E-53,0,0.815954831
2982.569115,0,0,0,0,1.37E-57,8.09E-49,0,0.29088664
3020.629086,0,0,0,0,4.48E-62,7.46E-45,0,0.070210499
3059.174733,0,0,0,0,9.92E-67,4.65E-41,0,0.011473123
3098.212253,0,0,0,0,1.49E-71,1.96E-37,0,0.001269289
3137.747923,0,0,0,0,1.51E-76,5.62E-34,0,9.51E-05
3177.7881,0,0,0,0,1.04E-81,1.09E-30,0,4.82E-06
3218.339222,0,0,0,0,4.82E-87,1.43E-27,0,1.65E-07
3259.407808,0,0,0,0,1.52E-92,1.26E-24,0,3.85E-09
3301.000463,0,0,0,0,3.23E-98,7.59E-22,0,6.05E-11
3343.123873,0,0,0,0,4.66E-104,3.09E-19,0,6.45E-13
3385.784811,0,0,0,0,4.56E-110,8.50E-17,0,4.65E-15
3428.990137,0,0,0,0,3.01E-116,1.59E-14,0,2.27E-17
3472.746798,0,0,0,0,1.35E-122,2.00E-12,0,7.51E-20
3517.061829,0,0,0,0,4.09E-129,1.71E-10,0,1.68E-22
3561.942356,0,0,0,0,8.39E-136,9.88E-09,0,2.55E-25
3607.395593,0,0,0,0,1.17E-142,3.87E-07,0,2.61E-28
3653.428851,0,0,0,0,1.10E-149,1.03E-05,0,1.81E-31
3700.049529,0,0,0,0,6.99E-157,0.000184179,0,8.53E-35
3747.265125,0,0,0,0,3.01E-164,0.002238054,0,2.71E-38
3795.08323,0,0,0,0,8.80E-172,0.018411947,0,5.85E-42
3843.511532,0,0,0,0,1.74E-179,0.102548139,0,8.53E-46
3892.557818,0,0,0,0,2.33E-187,0.386682678,0,8.43E-50
3942.229974,0,0,0,0,2.11E-195,0.987143997,0,5.64E-54
3992.535986,0,0,0,0,1.29E-203,1.706102648,0,2.55E-58
4043.483943,0,0,0,0,5.36E-212,1.996313124,0,7.82E-63
4095.082037,0,0,0,0,1.51E-220,1.581433824,0,1.62E-67
4147.338564,0,0,0,0,2.87E-229,0.848149171,9.895628835e-315,2.28E-72
4200.261927,0,0,0,0,3.70E-238,0.307958586,1.70E-304,2.17E-77
